batch_id,crop_type,region,season,yield_quantity_kg,moisture_content_%,avg_temperature_celsius,transport_delay_hours,equipment_downtime_hours,storage_duration_days,quality_grade,spoilage_loss_%,supply_chain_stage,resource_utilization_%,climate_risk_level,input_cost_per_kg,final_market_price_per_kg,total_input_cost,total_revenue,estimated_profit,profit_margin_%,spoilage_quantity_kg
BATCH01021,Wheat,South,Kharif,380.47,16.35,35.63,0.1,0,21,C,5.51,Transit,65.26,Low,5.71,5.59,"₹ 2,172.48","₹ 2,126.83",-₹ 45.66,-2.15%,20.96
BATCH01022,Rice,South,Rabi,645.09,11.65,33.6,4.5,1,12,C,0.88,Warehouse,66.56,Medium,3.37,7.58,"₹ 2,173.95","₹ 4,889.78","₹ 2,715.83",55.54%,5.68
BATCH01023,Rice,West,Kharif,680.72,16.42,32.7,0.1,0.2,2,C,8.35,Farm,53.52,High,6.35,9.9,"₹ 4,322.57","₹ 6,739.13","₹ 2,416.56",35.86%,56.84
BATCH01024,Barley,East,Kharif,331.73,13.55,38.19,2.8,0.2,15,A,5.2,Farm,64.18,High,8.18,14.46,"₹ 2,713.55","₹ 4,796.82","₹ 2,083.26",43.43%,17.25
BATCH01025,Rice,East,Kharif,397.6,17.02,20.36,2.8,1.1,21,A,3.79,Transit,85.85,High,6.6,8.89,"₹ 2,624.16","₹ 3,534.66",₹ 910.50,25.76%,15.07
BATCH01026,Rice,North,Kharif,472.02,17.26,31.14,6.1,0.1,24,A,3.53,Farm,81.74,Medium,3.5,11.4,"₹ 1,652.07","₹ 5,381.03","₹ 3,728.96",69.30%,16.66
BATCH01027,Maize,North,Kharif,403.55,8.09,35.75,0.1,0.4,18,A,8.68,Transit,54.07,High,6.08,9.28,"₹ 2,453.58","₹ 3,744.94","₹ 1,291.36",34.48%,35.03
BATCH01028,Wheat,East,Rabi,550.6,8.75,30.83,1.8,0.2,17,A,2.37,Transit,55.73,Medium,7.96,5.47,"₹ 4,382.78","₹ 3,011.78","-₹ 1,370.99",-45.52%,13.05
BATCH01029,Wheat,East,Kharif,427.17,10.5,26.48,1.1,0.9,15,A,2.02,Farm,68.85,Medium,3.41,10.04,"₹ 1,456.65","₹ 4,288.79","₹ 2,832.14",66.04%,8.63
BATCH01030,Maize,East,Kharif,716.51,14.69,22.73,0.8,1.1,20,A,2.53,Warehouse,87.19,Low,3.42,5.66,"₹ 2,450.46","₹ 4,055.45","₹ 1,604.98",39.58%,18.13
BATCH01031,Barley,West,Kharif,619.05,16.88,37.75,0.2,1.3,20,A,6.44,Transit,91.65,High,5.59,13.84,"₹ 3,460.49","₹ 8,567.65","₹ 5,107.16",59.61%,39.87
BATCH01032,Wheat,East,Rabi,521.26,12.6,29.42,1.7,0.3,9,B,8.2,Farm,50.73,Low,4.36,12.53,"₹ 2,272.69","₹ 6,531.39","₹ 4,258.69",65.20%,42.74
BATCH01033,Rice,North,Rabi,602.7,14.07,37.56,1.3,0.1,3,B,3.64,Farm,66.45,Low,9.54,8.79,"₹ 5,749.76","₹ 5,297.73",-₹ 452.03,-8.53%,21.94
BATCH01034,Wheat,West,Rabi,610.59,9.88,31.72,0.2,0.1,20,B,2.15,Transit,71.21,Medium,7.07,11.4,"₹ 4,316.87","₹ 6,960.73","₹ 2,643.85",37.98%,13.13
BATCH01035,Rice,East,Rabi,443.61,16.05,33.48,1.9,0.6,19,B,2.49,Transit,95.56,Low,5.01,6.12,"₹ 2,222.49","₹ 2,714.89",₹ 492.41,18.14%,11.05
BATCH01036,Barley,North,Kharif,418.38,17.67,36.09,2.7,2.9,18,A,6.38,Transit,75.07,Low,7.93,12.03,"₹ 3,317.75","₹ 5,033.11","₹ 1,715.36",34.08%,26.69
BATCH01037,Maize,West,Rabi,507.81,10.69,33.18,2.9,0.2,20,A,2.84,Transit,63.49,Low,5.62,13.23,"₹ 2,853.89","₹ 6,718.33","₹ 3,864.43",57.52%,14.42
BATCH01038,Wheat,East,Kharif,586.16,12.95,27.96,4.7,0.3,8,C,8.83,Warehouse,69.5,High,3.92,13.22,"₹ 2,297.75","₹ 7,749.04","₹ 5,451.29",70.35%,51.76
BATCH01039,Maize,East,Kharif,513.91,8.86,30.27,1.1,0.1,1,C,1.49,Warehouse,71.82,Low,4.66,7.84,"₹ 2,394.82","₹ 4,029.05","₹ 1,634.23",40.56%,7.66
BATCH01040,Wheat,East,Rabi,342.3,13.59,36.06,6.1,0.9,24,B,0.81,Warehouse,83.5,Medium,7.5,7.64,"₹ 2,567.25","₹ 2,615.17",₹ 47.92,1.83%,2.77
BATCH01041,Rice,West,Rabi,419.72,13.03,27.47,4,1.1,24,C,1.34,Warehouse,52.05,High,3.36,10.21,"₹ 1,410.26","₹ 4,285.34","₹ 2,875.08",67.09%,5.62
BATCH01042,Maize,North,Rabi,492.6,9.44,27.76,0.7,1,15,B,8.53,Farm,69.47,Medium,4.91,14.68,"₹ 2,418.67","₹ 7,231.37","₹ 4,812.70",66.55%,42.02
BATCH01043,Wheat,North,Rabi,492.43,12.42,21.91,0.3,2,19,A,6.69,Transit,82.33,High,4.46,14.21,"₹ 2,196.24","₹ 6,997.43","₹ 4,801.19",68.61%,32.94
BATCH01044,Rice,South,Rabi,697.25,11.34,38.29,1.1,0.7,26,A,9.6,Farm,64.17,High,4.41,8.6,"₹ 3,074.87","₹ 5,996.35","₹ 2,921.48",48.72%,66.94
BATCH01045,Maize,East,Kharif,361.4,13.22,21.82,1,0.1,10,C,3.69,Farm,79.59,High,7.78,12.8,"₹ 2,811.69","₹ 4,625.92","₹ 1,814.23",39.22%,13.34
BATCH01046,Maize,South,Rabi,550.56,13.86,32.96,1.7,0.3,12,A,2.52,Warehouse,67.86,Medium,8.78,14.21,"₹ 4,833.92","₹ 7,823.46","₹ 2,989.54",38.21%,13.87
BATCH01047,Wheat,South,Rabi,648.91,8.08,28.26,1.8,1.1,28,A,5.84,Farm,87.94,Low,8.01,7.61,"₹ 5,197.77","₹ 4,938.21",-₹ 259.56,-5.26%,37.90
BATCH01048,Wheat,North,Rabi,727.14,15.61,28.11,2.8,0.9,6,B,5.61,Warehouse,53.03,High,7.52,13.3,"₹ 5,468.09","₹ 9,670.96","₹ 4,202.87",43.46%,40.79
BATCH01049,Wheat,West,Kharif,459.56,15.13,33.59,1.4,0.8,29,C,6.11,Transit,95.9,Medium,9.42,7.68,"₹ 4,329.06","₹ 3,529.42",-₹ 799.63,-22.66%,28.08
BATCH01050,Rice,West,Rabi,549.14,11.66,21.34,0.2,1.1,13,A,3.8,Warehouse,58.58,High,3.41,8.43,"₹ 1,872.57","₹ 4,629.25","₹ 2,756.68",59.55%,20.87
BATCH01051,Wheat,North,Kharif,556.98,8.53,31.87,3.9,1,4,C,0.56,Transit,57.93,Low,4.17,6.99,"₹ 2,322.61","₹ 3,893.29","₹ 1,570.68",40.34%,3.12
BATCH01052,Maize,West,Rabi,519.55,15.55,35.44,0.7,2.1,13,A,0.83,Warehouse,92.03,High,5.9,10.07,"₹ 3,065.35","₹ 5,231.87","₹ 2,166.52",41.41%,4.31
BATCH01053,Maize,South,Rabi,490.12,17.55,36.56,7.1,0.9,17,B,6.81,Farm,93.46,Medium,5.61,13.43,"₹ 2,749.57","₹ 6,582.31","₹ 3,832.74",58.23%,33.38
BATCH01054,Wheat,East,Kharif,543.6,10.4,23.41,0.3,1.5,1,A,5.47,Farm,54.65,High,5.93,10.28,"₹ 3,223.55","₹ 5,588.21","₹ 2,364.66",42.32%,29.73
BATCH01055,Wheat,North,Rabi,246.78,11.24,37.95,6.4,0.3,5,C,8.3,Warehouse,95.44,Medium,4.45,6.23,"₹ 1,098.17","₹ 1,537.44",₹ 439.27,28.57%,20.48
BATCH01056,Barley,East,Kharif,568.21,9.84,33.12,0.2,1.1,28,C,3.35,Transit,63.66,Low,4.05,7.52,"₹ 2,301.25","₹ 4,272.94","₹ 1,971.69",46.14%,19.04
BATCH01057,Maize,West,Kharif,512.62,13.77,37.64,0.5,2.3,24,B,8.25,Transit,80.93,Low,6.56,10.63,"₹ 3,362.79","₹ 5,449.15","₹ 2,086.36",38.29%,42.29
BATCH01058,Rice,East,Kharif,477.75,9.55,29.71,0.1,0.5,17,A,4.54,Warehouse,53.43,High,9.5,10.83,"₹ 4,538.63","₹ 5,174.03",₹ 635.41,12.28%,21.69
BATCH01059,Barley,West,Rabi,704.69,11.56,30.84,2.4,1.5,18,B,1.42,Farm,69.03,Low,5.74,10.77,"₹ 4,044.92","₹ 7,589.51","₹ 3,544.59",46.70%,10.01
BATCH01060,Wheat,West,Rabi,432.51,14.97,38.38,3.8,1.3,7,C,9.79,Transit,72.54,Medium,3.3,5.77,"₹ 1,427.28","₹ 2,495.58","₹ 1,068.30",42.81%,42.34
BATCH01061,Wheat,South,Rabi,459.69,13.6,38,1.1,0.1,16,B,5.36,Warehouse,79.99,High,7.94,12.54,"₹ 3,649.94","₹ 5,764.51","₹ 2,114.57",36.68%,24.64
BATCH01062,Maize,West,Kharif,699.16,11.86,28.96,5.3,0.9,8,A,6.48,Transit,76.26,Medium,5.04,14.09,"₹ 3,523.77","₹ 9,851.16","₹ 6,327.40",64.23%,45.31
BATCH01063,Wheat,South,Rabi,416.79,12.2,25.49,1.8,0.1,12,A,6.87,Farm,73.07,High,4.72,10.11,"₹ 1,967.25","₹ 4,213.75","₹ 2,246.50",53.31%,28.63
BATCH01064,Rice,South,Kharif,444.99,13.62,27.86,2,3.4,14,B,3.94,Transit,97.98,Medium,5.27,12.19,"₹ 2,345.10","₹ 5,424.43","₹ 3,079.33",56.77%,17.53
BATCH01065,Maize,South,Rabi,485.3,8.06,27.76,3.7,1.7,19,C,7.6,Warehouse,59.25,High,8.07,14.14,"₹ 3,916.37","₹ 6,862.14","₹ 2,945.77",42.93%,36.88
BATCH01066,Wheat,North,Kharif,584.07,8.79,25.74,0.7,0.1,11,C,8.77,Transit,57.9,Medium,8.73,11.43,"₹ 5,098.93","₹ 6,675.92","₹ 1,576.99",23.62%,51.22
BATCH01067,Maize,North,Kharif,520.78,16.81,25.37,0.9,0.1,12,B,4.18,Transit,85.67,Medium,7.12,11.74,"₹ 3,707.95","₹ 6,113.96","₹ 2,406.00",39.35%,21.77
BATCH01068,Wheat,West,Kharif,370.74,8.78,37.22,4.7,0.9,13,A,6.74,Farm,53.73,High,5.26,12.21,"₹ 1,950.09","₹ 4,526.74","₹ 2,576.64",56.92%,24.99
BATCH01069,Wheat,South,Rabi,446.78,15.07,21.4,4.6,0.4,8,A,7.69,Farm,74.14,Medium,5.17,7.61,"₹ 2,309.85","₹ 3,400.00","₹ 1,090.14",32.06%,34.36
BATCH01070,Wheat,North,Kharif,439.26,17.2,33.55,7.5,0,1,A,2.31,Farm,74.2,Low,3.87,10.83,"₹ 1,699.94","₹ 4,757.19","₹ 3,057.25",64.27%,10.15
BATCH01071,Rice,South,Kharif,492.28,10.71,23.46,4.6,0.8,9,A,3.66,Farm,65.5,Medium,9.53,13.42,"₹ 4,691.43","₹ 6,606.40","₹ 1,914.97",28.99%,18.02
BATCH01072,Rice,East,Kharif,542.58,11.7,26.89,0.3,0.5,28,C,1.53,Warehouse,96.52,High,7.47,7.96,"₹ 4,053.07","₹ 4,318.94",₹ 265.86,6.16%,8.30
BATCH01073,Maize,East,Kharif,541.82,13.69,21.23,3.5,0.1,2,A,6.22,Transit,64.13,Low,3.19,13.97,"₹ 1,728.41","₹ 7,569.23","₹ 5,840.82",77.17%,33.70
BATCH01074,Wheat,East,Kharif,322.4,16.82,25.4,1.1,1.6,14,B,8.11,Transit,64.42,Low,7.64,11.2,"₹ 2,463.14","₹ 3,610.88","₹ 1,147.74",31.79%,26.15
BATCH01075,Wheat,West,Kharif,606.39,17.42,35.37,9.4,2.5,13,B,6.3,Transit,61.71,Medium,6.13,9.23,"₹ 3,717.17","₹ 5,596.98","₹ 1,879.81",33.59%,38.20
BATCH01076,Rice,South,Rabi,525.26,15.4,37.7,1.3,1.4,16,B,2.21,Transit,57.29,Medium,9.81,11.23,"₹ 5,152.80","₹ 5,898.67",₹ 745.87,12.64%,11.61
BATCH01077,Wheat,East,Rabi,638.45,8.87,24.43,1.6,1.7,2,B,5.69,Warehouse,68.2,Medium,8.73,9.02,"₹ 5,573.67","₹ 5,758.82",₹ 185.15,3.22%,36.33
BATCH01078,Rice,North,Kharif,544.42,14.69,29.27,1.5,0.2,4,A,8.43,Farm,84.04,Low,4.2,13.38,"₹ 2,286.56","₹ 7,284.34","₹ 4,997.78",68.61%,45.89
BATCH01079,Wheat,East,Rabi,610.13,12.1,29.41,0.8,0.3,12,C,3.38,Transit,87.11,Low,8.04,9.82,"₹ 4,905.45","₹ 5,991.48","₹ 1,086.03",18.13%,20.62
BATCH01080,Maize,East,Rabi,546.65,12.71,37.47,0.2,0.2,16,A,8.41,Transit,90.67,Low,6.4,14.01,"₹ 3,498.56","₹ 7,658.57","₹ 4,160.01",54.32%,45.97
BATCH01081,Wheat,East,Kharif,634.62,8.49,35.26,4.5,1.4,10,C,7.95,Farm,59.88,High,4.31,10.1,"₹ 2,735.21","₹ 6,409.66","₹ 3,674.45",57.33%,50.45
BATCH01082,Wheat,West,Kharif,552.23,9.91,30.26,3.2,3,3,A,0.71,Farm,51.78,High,7.89,11.6,"₹ 4,357.09","₹ 6,405.87","₹ 2,048.77",31.98%,3.92
BATCH01083,Barley,North,Kharif,490.21,15.91,33.41,0.3,1.3,4,C,2.77,Transit,98.73,Medium,6.83,14.98,"₹ 3,348.13","₹ 7,343.35","₹ 3,995.21",54.41%,13.58
BATCH01084,Rice,South,Rabi,727.24,12.54,36.95,3,2.1,6,B,5.66,Farm,50.72,High,3.21,6.47,"₹ 2,334.44","₹ 4,705.24","₹ 2,370.80",50.39%,41.16
BATCH01085,Wheat,North,Kharif,588.9,11.02,20.19,2,1,23,B,7.32,Transit,98.03,High,7.53,12.37,"₹ 4,434.42","₹ 7,284.69","₹ 2,850.28",39.13%,43.11
BATCH01086,Wheat,South,Rabi,557.37,11.84,28.06,1.1,0.5,5,C,8.87,Transit,91.44,Medium,7.44,6.39,"₹ 4,146.83","₹ 3,561.59",-₹ 585.24,-16.43%,49.44
BATCH01087,Barley,West,Kharif,372.37,16.54,38.14,0.6,0.6,18,C,6.59,Transit,95.6,Medium,4.01,13.39,"₹ 1,493.20","₹ 4,986.03","₹ 3,492.83",70.05%,24.54
BATCH01088,Barley,West,Rabi,371.17,15.49,34.81,3.9,0.1,3,C,4.11,Transit,69.36,Low,5.44,10.96,"₹ 2,019.16","₹ 4,068.02","₹ 2,048.86",50.36%,15.26
BATCH01089,Rice,West,Kharif,529.27,10.72,30.86,2.4,0,10,B,2.25,Transit,59.86,Low,7.1,14.38,"₹ 3,757.82","₹ 7,610.90","₹ 3,853.09",50.63%,11.91
BATCH01090,Barley,West,Kharif,514.55,9.18,30.59,1.6,1.2,11,B,7.72,Transit,80.32,Medium,3.97,13.66,"₹ 2,042.76","₹ 7,028.75","₹ 4,985.99",70.94%,39.72
BATCH01091,Maize,South,Rabi,438.59,10.52,26.96,1.9,0.6,19,A,2.46,Farm,87.06,Medium,8.97,5.75,"₹ 3,934.15","₹ 2,521.89","-₹ 1,412.26",-56.00%,10.79
BATCH01092,Barley,East,Rabi,514.1,17.21,30.41,0.2,0.8,14,C,7.11,Warehouse,56.54,High,3.19,6.37,"₹ 1,639.98","₹ 3,274.82","₹ 1,634.84",49.92%,36.55
BATCH01093,Maize,South,Rabi,658.86,13.82,33.11,1.3,0.8,21,C,2.22,Warehouse,89.88,High,3.72,11.01,"₹ 2,450.96","₹ 7,254.05","₹ 4,803.09",66.21%,14.63
BATCH01094,Rice,North,Rabi,569.54,13.33,28.37,0.4,0.3,28,C,1.37,Transit,60.43,High,3.81,10.18,"₹ 2,169.95","₹ 5,797.92","₹ 3,627.97",62.57%,7.80
BATCH01095,Rice,West,Rabi,385.9,13.96,34.28,0.5,0.6,11,B,2.89,Farm,74.58,Medium,6.7,6.69,"₹ 2,585.53","₹ 2,581.67",-₹ 3.86,-0.15%,11.15
BATCH01096,Rice,West,Rabi,488.85,11.66,37.22,2.2,0.6,28,C,3.21,Transit,92.82,Medium,7.34,6.29,"₹ 3,588.16","₹ 3,074.87",-₹ 513.29,-16.69%,15.69
BATCH01097,Rice,North,Kharif,419.5,16.07,23.09,4.8,0.5,21,C,6.65,Farm,59.67,Low,5.83,10.64,"₹ 2,445.69","₹ 4,463.48","₹ 2,017.80",45.21%,27.90
BATCH01098,Rice,South,Rabi,461.23,13.23,29.03,1,1.7,4,B,2.03,Transit,62.09,High,5.02,5.49,"₹ 2,315.37","₹ 2,532.15",₹ 216.78,8.56%,9.36
BATCH01099,Maize,East,Kharif,458.64,9.17,28.16,0.5,0.6,24,C,9.34,Transit,53.14,Low,8.67,13.74,"₹ 3,976.41","₹ 6,301.71","₹ 2,325.30",36.90%,42.84
BATCH01100,Maize,East,Kharif,452.24,9.29,33.75,2.1,0.9,22,A,5.77,Warehouse,57.33,Medium,3.48,13.07,"₹ 1,573.80","₹ 5,910.78","₹ 4,336.98",73.37%,26.09
BATCH01101,Rice,North,Rabi,374.49,13.37,25,4.1,2.3,6,B,5.16,Farm,57.33,High,4.96,12.85,"₹ 1,857.47","₹ 4,812.20","₹ 2,954.73",61.40%,19.32
BATCH01102,Barley,East,Kharif,487.23,17.37,32.81,2.8,2,17,B,4.63,Farm,60.17,Low,3.27,5.16,"₹ 1,593.24","₹ 2,514.11",₹ 920.86,36.63%,22.56
BATCH01103,Wheat,South,Rabi,443.94,11.08,37.55,4.1,2.2,22,B,5.88,Warehouse,64.31,Medium,3.1,5.48,"₹ 1,376.21","₹ 2,432.79","₹ 1,056.58",43.43%,26.10
BATCH01104,Rice,South,Rabi,207.06,16.7,28.36,1.5,0.3,19,A,0.71,Warehouse,90.75,Low,5.47,10.5,"₹ 1,132.62","₹ 2,174.13","₹ 1,041.51",47.90%,1.47
BATCH01105,Barley,North,Kharif,705.3,15.64,38.22,2.8,0,13,B,9.91,Warehouse,95.79,High,4.36,14.94,"₹ 3,075.11","₹ 10,537.18","₹ 7,462.07",70.82%,69.90
BATCH01106,Wheat,South,Kharif,608.88,10.48,39.86,0.3,0.3,22,B,5.8,Warehouse,70.31,Low,4.88,8.42,"₹ 2,971.33","₹ 5,126.77","₹ 2,155.44",42.04%,35.32
BATCH01107,Rice,West,Rabi,462.37,8.36,22.12,0.9,0.3,10,B,0.83,Farm,56.41,Low,8.75,8.44,"₹ 4,045.74","₹ 3,902.40",-₹ 143.33,-3.67%,3.84
BATCH01108,Rice,North,Rabi,501.88,9.02,24.66,1,2.4,29,B,6.1,Farm,61.19,Medium,4.14,6.34,"₹ 2,077.78","₹ 3,181.92","₹ 1,104.14",34.70%,30.61
BATCH01109,Maize,South,Kharif,382.83,15.28,39.01,1.4,1,11,A,4.65,Warehouse,86.81,High,8.46,11.74,"₹ 3,238.74","₹ 4,494.42","₹ 1,255.68",27.94%,17.80
BATCH01110,Wheat,North,Kharif,669.57,10,39.17,5.3,0.1,29,C,0.73,Transit,83.87,Low,7.73,11.47,"₹ 5,175.78","₹ 7,679.97","₹ 2,504.19",32.61%,4.89
BATCH01111,Wheat,East,Kharif,689.73,11.71,21.95,4.1,0.1,6,C,9.28,Transit,98.36,Medium,5.29,6.01,"₹ 3,648.67","₹ 4,145.28",₹ 496.61,11.98%,64.01
BATCH01112,Barley,South,Kharif,515.67,13.02,20.3,0.3,0.2,2,B,0.6,Transit,50.72,High,6.83,9.67,"₹ 3,522.03","₹ 4,986.53","₹ 1,464.50",29.37%,3.09
BATCH01113,Maize,West,Rabi,602.35,15.25,23.22,0.4,1,1,A,5.99,Transit,87.54,Medium,6.11,11.67,"₹ 3,680.36","₹ 7,029.42","₹ 3,349.07",47.64%,36.08
BATCH01114,Maize,South,Rabi,517.53,9.13,39.92,0.9,1.3,11,B,9.64,Farm,75.29,High,3.9,9.94,"₹ 2,018.37","₹ 5,144.25","₹ 3,125.88",60.76%,49.89
BATCH01115,Maize,North,Rabi,366.33,12.06,23.6,0.7,2,16,C,2.76,Farm,95.13,Medium,9.35,11.74,"₹ 3,425.19","₹ 4,300.71",₹ 875.53,20.36%,10.11
BATCH01116,Maize,North,Rabi,458.82,12.85,30.05,1.9,2.8,3,C,2.91,Farm,78.81,Medium,6.99,13.16,"₹ 3,207.15","₹ 6,038.07","₹ 2,830.92",46.88%,13.35
BATCH01117,Wheat,South,Kharif,513.19,13.41,36.97,4.7,0.2,5,A,0.5,Transit,72.33,Medium,9.16,11.86,"₹ 4,700.82","₹ 6,086.43","₹ 1,385.61",22.77%,2.57
BATCH01118,Wheat,West,Kharif,454.55,16.18,20.41,6.6,0.4,15,C,1.13,Warehouse,83.29,Low,8.77,11.16,"₹ 3,986.40","₹ 5,072.78","₹ 1,086.37",21.42%,5.14
BATCH01119,Rice,West,Rabi,478.13,9.72,32.09,2.1,0.3,15,B,0.93,Transit,91.68,Low,3.56,13.54,"₹ 1,702.14","₹ 6,473.88","₹ 4,771.74",73.71%,4.45
BATCH01120,Rice,West,Rabi,490.86,16.08,25.54,3.6,0.4,4,A,8.32,Farm,64.12,Medium,4.45,14.01,"₹ 2,184.33","₹ 6,876.95","₹ 4,692.62",68.24%,40.84
BATCH01121,Maize,North,Rabi,491.91,14.93,37.25,1.5,2.5,23,C,8.45,Transit,55.38,High,4.02,8.89,"₹ 1,977.48","₹ 4,373.08","₹ 2,395.60",54.78%,41.57
BATCH01122,Maize,South,Rabi,505.23,13.56,25.67,0.5,0.9,4,B,7.4,Warehouse,71.65,Medium,8.82,6.73,"₹ 4,456.13","₹ 3,400.20","-₹ 1,055.93",-31.05%,37.39
BATCH01123,Maize,East,Rabi,393.94,15,33.74,1.5,1.3,8,A,3.85,Warehouse,60.73,Low,9.04,13.18,"₹ 3,561.22","₹ 5,192.13","₹ 1,630.91",31.41%,15.17
BATCH01124,Rice,North,Rabi,428.3,12.12,33.48,1.6,0.7,7,B,8.3,Transit,71.48,High,6.7,7.14,"₹ 2,869.61","₹ 3,058.06",₹ 188.45,6.16%,35.55
BATCH01125,Barley,West,Rabi,371.54,9.38,24.43,2.7,0,26,C,5.63,Farm,99.55,Low,3.73,14.29,"₹ 1,385.84","₹ 5,309.31","₹ 3,923.46",73.90%,20.92
BATCH01126,Barley,South,Rabi,597.78,14.66,20.7,0.5,0.1,25,B,3.39,Farm,78.71,Medium,3.95,5.23,"₹ 2,361.23","₹ 3,126.39",₹ 765.16,24.47%,20.26
BATCH01127,Rice,West,Rabi,289.44,13.25,28.18,0.9,0.8,17,A,4.65,Farm,84.68,Low,8.69,14.21,"₹ 2,515.23","₹ 4,112.94","₹ 1,597.71",38.85%,13.46
BATCH01128,Rice,East,Kharif,615.36,14.39,25.78,0.9,1.3,15,B,1.12,Transit,83.9,Low,9.5,10.89,"₹ 5,845.92","₹ 6,701.27",₹ 855.35,12.76%,6.89
BATCH01129,Rice,West,Rabi,638.63,11.38,36.18,6.4,0.2,5,C,9.48,Farm,91.04,Low,4.4,12.75,"₹ 2,809.97","₹ 8,142.53","₹ 5,332.56",65.49%,60.54
BATCH01130,Rice,West,Kharif,469.78,17.07,36.01,1.2,1.3,13,A,6.38,Transit,97.21,Medium,3.08,8.98,"₹ 1,446.92","₹ 4,218.62","₹ 2,771.70",65.70%,29.97
BATCH01131,Rice,East,Kharif,239.69,13.87,29.14,2.8,1.7,4,A,7.45,Farm,82.94,Low,5.32,14.92,"₹ 1,275.15","₹ 3,576.17","₹ 2,301.02",64.34%,17.86
BATCH01132,Rice,South,Rabi,463.87,8.85,32.13,2.8,0.5,22,C,6.93,Warehouse,73.8,Medium,3.21,7.28,"₹ 1,489.02","₹ 3,376.97","₹ 1,887.95",55.91%,32.15
BATCH01133,Maize,North,Rabi,493.58,12.5,32.09,0.6,1.4,17,B,6.84,Warehouse,65.89,Medium,8.8,7.64,"₹ 4,343.50","₹ 3,770.95",-₹ 572.55,-15.18%,33.76
BATCH01134,Maize,South,Kharif,398.94,15.56,36.54,1.7,0.5,22,B,0.66,Farm,68.01,Low,6.44,5.51,"₹ 2,569.17","₹ 2,198.16",-₹ 371.01,-16.88%,2.63
BATCH01135,Maize,East,Kharif,448.48,15.94,28.5,4.5,1.1,17,C,5.49,Transit,66.72,High,7.49,14.4,"₹ 3,359.12","₹ 6,458.11","₹ 3,099.00",47.99%,24.62
BATCH01136,Maize,West,Rabi,653.02,12.95,25.51,1.3,1.4,14,A,8.31,Farm,66.22,Low,5.88,9.56,"₹ 3,839.76","₹ 6,242.87","₹ 2,403.11",38.49%,54.27
BATCH01137,Rice,South,Kharif,566.49,16.95,25.3,5.8,4.8,14,C,0.92,Transit,84.73,Low,5.42,11.75,"₹ 3,070.38","₹ 6,656.26","₹ 3,585.88",53.87%,5.21
BATCH01138,Barley,North,Rabi,407.54,10.68,30.72,0.5,0.4,17,A,9.58,Warehouse,79.39,Low,4.56,11.87,"₹ 1,858.38","₹ 4,837.50","₹ 2,979.12",61.58%,39.04
BATCH01139,Wheat,East,Rabi,340.24,12.11,28.98,0.2,0.5,8,A,4.53,Transit,60.1,High,8.39,13.75,"₹ 2,854.61","₹ 4,678.30","₹ 1,823.69",38.98%,15.41
BATCH01140,Rice,South,Rabi,467.3,16.99,28.8,4.4,0.2,2,B,3.25,Farm,98.48,High,7.87,11.65,"₹ 3,677.65","₹ 5,444.05","₹ 1,766.39",32.45%,15.19
BATCH01141,Wheat,North,Kharif,478.65,16.96,21.82,3.8,0.2,26,C,5.55,Warehouse,71.39,Medium,5.53,10.62,"₹ 2,646.93","₹ 5,083.26","₹ 2,436.33",47.93%,26.57
BATCH01142,Barley,East,Kharif,549.62,14.86,34.37,9.8,1.2,13,A,8.11,Transit,78.3,High,5.25,12.1,"₹ 2,885.51","₹ 6,650.40","₹ 3,764.90",56.61%,44.57
BATCH01143,Maize,North,Rabi,446.47,16.59,24.27,2.3,2.5,22,B,5.01,Transit,85.13,High,3.01,12.51,"₹ 1,343.87","₹ 5,585.34","₹ 4,241.47",75.94%,22.37
BATCH01144,Barley,East,Kharif,551.15,8.89,23.94,5.5,0.5,16,C,6.63,Warehouse,80.68,Low,3.44,6.86,"₹ 1,895.96","₹ 3,780.89","₹ 1,884.93",49.85%,36.54
BATCH01145,Rice,West,Kharif,693.52,16.65,28.26,3.5,0.2,16,C,5.25,Farm,65.55,Medium,7.36,6.1,"₹ 5,104.31","₹ 4,230.47",-₹ 873.84,-20.66%,36.41
BATCH01146,Maize,South,Kharif,581.55,11.21,24.56,3.7,0.3,6,A,6.5,Warehouse,89.89,Medium,6.6,5.75,"₹ 3,838.23","₹ 3,343.91",-₹ 494.32,-14.78%,37.80
BATCH01147,Rice,North,Kharif,495.19,9.78,31.68,1.7,0.6,22,A,1.81,Farm,55.51,High,6.04,8.74,"₹ 2,990.95","₹ 4,327.96","₹ 1,337.01",30.89%,8.96
BATCH01148,Maize,East,Kharif,481.68,10.39,27.43,1,0.3,24,A,0.87,Farm,78.45,High,8.79,9.98,"₹ 4,233.97","₹ 4,807.17",₹ 573.20,11.92%,4.19
BATCH01149,Wheat,North,Kharif,464.33,12.18,28.98,5.5,0.3,4,C,1.8,Transit,63.67,Low,6.53,11.16,"₹ 3,032.07","₹ 5,181.92","₹ 2,149.85",41.49%,8.36
BATCH01150,Wheat,North,Kharif,618.06,10.51,30.74,1.1,1.3,3,A,3.22,Farm,80.79,High,5.69,14.58,"₹ 3,516.76","₹ 9,011.31","₹ 5,494.55",60.97%,19.90
BATCH01151,Wheat,South,Rabi,437.27,11.21,24.07,1.5,0,6,C,2.91,Farm,60.9,High,4.13,8.31,"₹ 1,805.93","₹ 3,633.71","₹ 1,827.79",50.30%,12.72
